"Interval start","Alle Pakete"
22,512472
23,0
24,0
25,0
26,0
27,0
28,0
29,613519
30,0
31,0
32,0
33,0
34,0
35,459432
36,0
37,0
38,0
39,0
40,192
41,478255
42,0
43,0
44,0
45,0
46,308135
47,403536
48,0
49,0
50,0
51,0
52,654740
53,0
54,0
55,0
56,0
57,0
58,157
59,445787
60,0
61,157
62,0
63,157
64,192
65,579525
66,0
67,0
68,0
69,0
70,402601
71,122476
72,0
73,0
74,0
75,0
76,758120
77,0
78,0
79,0
80,0
81,157
82,0
83,513497
84,0
85,0
86,0
87,0
88,102
89,437376
90,0
91,0
92,0
93,0
94,516959
95,25954
96,0
97,0
98,0
99,157
100,636945
101,0
102,0
103,0
104,0
105,0
106,0
107,630623
108,0
109,0
110,0
111,0
112,0
113,525977
114,0
115,0
116,0
117,0
118,0
119,610120
120,0
121,0
122,0
123,0
124,0
125,742857
126,0
127,0
128,0
129,0
130,351141
131,294791
132,0
133,0
134,0
135,0
136,0
137,583802
138,0
139,0
140,0
141,0
142,591674
143,0
144,0
145,0
146,0
147,0
148,0
149,607977
150,0
151,0
152,0
153,0
154,192
155,584877
156,0
157,0
158,0
159,0
160,471843
161,188988
162,0
163,0
164,0
165,0
166,0
167,490747
168,0
169,0
170,0
171,0
172,102
173,450659
174,0
175,0
176,0
177,0
178,0
179,534721
180,0
181,0
182,0
183,0
184,192
185,306032
186,0
187,0
188,0
189,0
190,496347
191,165348
192,0
193,0
194,0
195,0
196,532064
