"Interval start","Alle Pakete"
5,536908
6,0
7,0
8,0
9,114
10,0
11,551764
12,0
13,0
14,0
15,0
16,0
17,715979
18,0
19,0
20,0
21,0
22,102
23,695471
24,0
25,0
26,0
27,0
28,0
29,625186
30,0
31,0
32,0
33,0
34,71464
35,604524
36,0
37,0
38,0
39,0
40,190624
41,477355
42,0
43,0
44,0
45,0
46,0
47,602915
48,0
49,0
50,0
51,0
52,0
53,572732
54,0
55,0
56,0
57,0
58,102
59,646443
60,0
61,0
62,0
63,0
64,0
65,706175
66,0
67,0
68,0
69,0
70,192
71,588711
72,0
73,0
74,0
75,0
76,592771
77,0
78,0
79,0
80,0
81,0
82,0
83,690493
84,0
85,0
86,0
87,0
88,0
89,681383
90,157
91,0
92,0
93,157
94,102
95,647669
96,0
97,0
98,0
99,0
100,145370
101,614040
102,0
103,157
104,0
105,0
106,434274
107,34642
108,0
109,0
110,0
111,0
112,0
113,613694
114,0
115,157
116,0
117,0
118,0
119,636208
120,0
121,0
122,0
123,0
124,0
125,531468
126,0
127,0
128,0
129,0
130,102
131,441202
132,0
133,0
134,0
135,0
136,0
137,534736
138,0
139,0
140,0
141,0
142,0
143,483333
144,0
145,0
146,0
147,0
148,0
149,599558
150,0
151,0
152,0
153,0
154,0
155,590321
156,0
157,0
158,0
159,0
160,0
161,663789
162,0
163,157
164,0
165,0
166,0
167,528978
168,0
169,0
170,0
171,0
172,102
173,477800
174,0
175,0
176,0
177,0
178,70130
179,623718
180,0
181,0
182,0
183,0
184,0
185,719593
186,0
187,0
188,0
189,0
190,0
191,686944
192,0
193,0
194,0
195,0
196,0
197,722078
198,0
199,0
200,0
201,0
202,0
203,594714
204,0
205,0
206,0
207,0
208,102
209,684690
210,0
211,0
212,0
213,0
214,0
215,731263
